ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
25417,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,4.125,0.5905,4701.56,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,2640,CRIF,880,CIB,65-74,to_inst,76.00671141,North,direct,0,42
25418,2019,cf,Joint,nopre,type1,p2,l1,nopc,nob/c,486500,4.25,-0.2048,503.24,360,not_neg,not_int,not_lpsm,858000,sb,pr,home,1U,12300,CRIF,616,EXP,35-44,not_inst,56.7016317,North,direct,0,21
25419,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3960,EQUI,727,EXP,>74,to_inst,,North,direct,1,
25420,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,236500,4.125,0.4061,295,360,not_neg,not_int,not_lpsm,738000,sb,pr,home,1U,3720,CIB,654,EXP,55-64,to_inst,32.04607046,North,direct,0,47
25421,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,486500,3.125,0.5587,16087.19,156,not_neg,not_int,not_lpsm,828000,sb,pr,home,2U,13860,EXP,561,CIB,55-64,to_inst,58.75603865,North,direct,0,25
25422,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,4.99,1.3913,2378.13,360,not_neg,not_int,not_lpsm,378000,sb,ir,home,1U,5340,CIB,791,CIB,45-54,to_inst,49.33862434,North,direct,0,21
25423,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,396500,3.625,0.7804,12246.98,180,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,13140,CRIF,613,EXP,45-54,to_inst,69.80633803,south,direct,0,36
25424,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,346500,3.25,-0.448,0,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,,EXP,884,EXP,35-44,to_inst,84.92647059,south,direct,0,
25425,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,626500,2.99,-0.6885,6875.07,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,,EXP,570,EXP,55-64,to_inst,99.7611465,south,direct,0,
25426,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,336500,3.375,-0.2774,3905.9,324,neg_amm,not_int,not_lpsm,578000,sb,pr,home,1U,3240,EXP,805,CIB,>74,not_inst,58.21799308,central,direct,0,49
25427,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,306500,4.18,-0.0623,4241.88,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,3600,CIB,899,EXP,45-54,to_inst,58.04924242,south,direct,0,44
25428,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,416500,3.25,-0.3023,6022.5,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,6360,EXP,890,CIB,65-74,not_inst,74.64157706,North,direct,0,33
25429,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,2.99,0.3374,14135.15,180,not_neg,not_int,not_lpsm,908000,sb,sr,home,1U,14340,CRIF,545,CIB,>74,to_inst,48.07268722,North,direct,0,41
25430,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,8760,CIB,720,CIB,35-44,to_inst,84.16955017,North,direct,1,46
25431,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,286500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,4620,EQUI,775,EXP,65-74,to_inst,,North,direct,1,
25432,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,516500,3.625,0.8943,0,360,not_neg,not_int,not_lpsm,638000,sb,pr,home,1U,,EXP,722,EXP,25-34,not_inst,80.95611285,North,direct,0,
25433,2019,cf,Joint,nopre,type1,p4,l2,nopc,nob/c,596500,4.56,0.4791,4720,360,not_neg,not_int,not_lpsm,758000,sb,pr,home,1U,16680,CIB,526,EXP,35-44,to_inst,78.6939314,North,direct,0,36
25434,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,716500,,,,360,not_neg,not_int,not_lpsm,1198000,sb,pr,home,1U,7860,CRIF,553,EXP,25-34,not_inst,59.80801336,North,direct,1,61
25435,2019,ncf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,566500,4.5,0.3124,710.51,360,neg_amm,not_int,not_lpsm,608000,sb,pr,home,1U,16260,CIB,561,CIB,55-64,to_inst,93.17434211,south,direct,0,22
25436,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,296500,4.375,0.9005,9133.25,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,4680,CRIF,845,CIB,55-64,to_inst,80.57065217,south,direct,0,40
25437,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,3.625,0.037,0,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,5160,CRIF,815,CIB,<25,not_inst,79.57589286,south,direct,0,39
25438,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,256500,5.125,0.7443,2716.74,360,neg_amm,not_int,not_lpsm,268000,sb,pr,home,1U,5760,EXP,513,CIB,35-44,to_inst,95.70895522,North,direct,0,36
25439,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,586500,4,0.491,4395,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,7800,CRIF,569,EXP,45-54,not_inst,80.56318681,North,direct,0,45
25440,2019,cf,Joint,nopre,type1,p4,l2,nopc,nob/c,626500,4.375,0.4637,0,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,9060,EXP,898,EXP,45-54,not_inst,86.05769231,south,direct,0,41
25441,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,4.5,0.1008,795,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,4260,CIB,719,EXP,55-64,to_inst,50.47348485,North,direct,0,46
25442,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,236500,3.625,0.3673,4147.88,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,3300,CIB,596,EXP,25-34,to_inst,99.3697479,North,direct,0,49
25443,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,286500,3.625,-0.0425,433.6,360,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,4440,EXP,879,EXP,25-34,not_inst,52.2810219,south,direct,0,31
25444,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,566500,4.125,-0.0713,0,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,,EXP,814,EXP,45-54,to_inst,86.09422492,south,direct,0,
25445,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,656500,4.99,1.014,1790,360,neg_amm,not_int,not_lpsm,698000,sb,pr,home,1U,11100,CIB,750,CIB,35-44,not_inst,94.05444126,south,direct,0,41
25446,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,466500,3.99,0.2659,4454,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1U,10380,CIB,848,EXP,25-34,to_inst,69.83532934,south,direct,0,33
25447,2019,cf,Female,nopre,type2,p4,l2,nopc,b/c,186500,,,,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,5820,CIB,549,CIB,35-44,to_inst,85.55045872,North,direct,1,26
25448,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,416500,4.625,0.2047,2722.95,360,neg_amm,not_int,not_lpsm,798000,sb,pr,home,1U,4560,EXP,709,EXP,55-64,to_inst,52.19298246,south,direct,0,46
25449,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,356500,4.5,0.0663,0,360,neg_amm,not_int,not_lpsm,658000,sb,pr,home,1U,7860,EXP,735,EXP,25-34,to_inst,54.17933131,south,direct,0,22
25450,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,386500,,,,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,6300,CRIF,829,CIB,45-54,to_inst,79.20081967,North,direct,1,18
25451,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,446500,4.75,0.3523,1027.03,360,neg_amm,not_int,not_lpsm,468000,sb,pr,home,1U,4800,CRIF,546,CIB,25-34,not_inst,95.40598291,North,direct,0,49
25452,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,226500,,,,324,neg_amm,not_int,not_lpsm,238000,sb,pr,home,1U,4920,CRIF,633,CIB,55-64,to_inst,95.16806723,North,direct,1,41
25453,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,296500,,,,300,neg_amm,int_only,not_lpsm,,sb,pr,home,1U,10080,EQUI,547,EXP,>74,to_inst,,south,direct,1,
25454,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,376500,4.99,0.5677,1266.47,360,not_neg,not_int,not_lpsm,438000,sb,sr,home,1U,32400,CRIF,818,CIB,35-44,not_inst,85.95890411,North,direct,0,24
25455,2019,cf,Female,nopre,type1,p2,l1,nopc,nob/c,326500,4.75,0.322,950,360,neg_amm,not_int,not_lpsm,438000,sb,ir,home,1U,16200,CIB,776,CIB,45-54,not_inst,74.543379,south,direct,0,31
25456,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,256500,4.25,-0.1801,425,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,3120,CIB,728,EXP,25-34,not_inst,52.56147541,south,direct,0,48
25457,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,206500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,11640,EQUI,857,EXP,45-54,to_inst,,North,direct,1,
25458,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,216500,3.625,-0.0225,0,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,,EXP,881,CIB,55-64,to_inst,99.31192661,south,direct,0,
25459,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,706500,4.75,0.372,4705.26,360,not_neg,not_int,not_lpsm,888000,sb,pr,home,1U,17640,CIB,899,CIB,35-44,not_inst,79.56081081,south,direct,0,46
25460,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,246500,3.75,0.2054,953.07,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,,CRIF,629,CIB,55-64,to_inst,95.54263566,North,direct,0,
25461,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,266500,4.125,-0.1822,4620,360,neg_amm,not_int,not_lpsm,338000,sb,pr,home,1U,9180,CIB,669,CIB,45-54,to_inst,78.84615385,south,direct,0,38
25462,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,416500,4.375,0.2927,0,360,not_neg,not_int,not_lpsm,518000,sb,pr,home,1U,5280,CRIF,806,CIB,35-44,not_inst,80.40540541,North,direct,0,42
25463,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,376500,,,,360,not_neg,not_int,not_lpsm,418000,sb,sr,home,1U,13080,CRIF,680,CIB,55-64,to_inst,90.07177033,North,direct,1,44
25464,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,366500,3.625,0.464,0,240,not_neg,not_int,not_lpsm,538000,sb,pr,home,1U,7140,EXP,774,EXP,45-54,not_inst,68.12267658,south,direct,0,36
25465,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,3.875,0.4019,5975,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,3840,EXP,565,EXP,35-44,to_inst,67.76960784,south,direct,0,43
25466,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,496500,4.56,0.7018,0,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1U,16020,CIB,654,CIB,45-54,not_inst,74.32634731,North,direct,0,23
25467,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,236500,2.99,-0.3063,6786.81,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,7800,CRIF,556,CIB,45-54,to_inst,85.07194245,North,direct,0,46
25468,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,226500,3.625,0.546,762.4,180,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,3900,EXP,500,EXP,65-74,not_inst,50.55803571,North,direct,0,40
25469,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,346500,3.875,0.4341,9377.5,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,3540,EXP,686,EXP,>74,to_inst,96.7877095,North,direct,0,37
25470,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,286500,3.99,0.2594,4412.33,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,7800,CIB,811,EXP,>74,to_inst,70.22058824,North,direct,0,22
25471,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,406500,3.875,0.3184,0,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,8160,CRIF,630,CIB,25-34,not_inst,92.80821918,North,direct,0,43
25472,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,276500,,,,240,neg_amm,not_int,not_lpsm,298000,sb,pr,home,1U,3840,CRIF,726,CIB,45-54,to_inst,92.7852349,south,direct,1,55
25473,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,166500,,,,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,,CIB,535,CIB,25-34,to_inst,88.56382979,central,direct,1,
25474,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,366500,5.5,1.3652,3985.81,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,3960,CRIF,653,EXP,55-64,to_inst,78.31196581,central,direct,0,55
25475,2019,cf,Joint,pre,type1,p2,l1,nopc,nob/c,196500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6120,EQUI,745,EXP,>74,to_inst,,North,direct,1,
25476,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,216500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,626,EXP,25-34,not_inst,,central,direct,1,
25477,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,206500,4.625,1.3778,526.68,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,4680,CRIF,797,EXP,35-44,not_inst,90.57017544,central,direct,0,37
25478,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,4.625,0.5378,2733.44,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,2760,EXP,697,CIB,45-54,to_inst,70.43269231,south,direct,0,38
25479,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,456500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,536,EXP,55-64,to_inst,,south,direct,1,
25480,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,536500,4.875,1.0805,3686.8,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1U,10800,EXP,763,CIB,45-54,not_inst,68.95886889,south,direct,0,45
25481,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,366500,3.99,1.1326,5825,240,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,4860,CIB,636,EXP,55-64,to_inst,75.10245902,North,direct,0,43
25482,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,106500,4.625,1.1532,3301,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,3900,CRIF,684,CIB,55-64,to_inst,63.39285714,North,direct,0,14
25483,2019,cf,Female,pre,type2,p1,l1,nopc,b/c,136500,,,,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,0,CIB,535,CIB,25-34,to_inst,98.91304348,central,direct,1,11
25484,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,366500,,,,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,3900,EXP,723,CIB,35-44,not_inst,94.45876289,North,direct,1,54
25485,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,336500,4.18,0.0663,0,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,4620,CIB,617,CIB,45-54,not_inst,55.34539474,North,direct,0,38
25486,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,446500,3.99,0.5193,5650,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,4080,EXP,827,CIB,65-74,to_inst,80.01792115,south,direct,0,44
25487,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,3.75,0.5743,14300.25,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,11400,CIB,616,EXP,25-34,to_inst,86.27232143,south,direct,0,30
25488,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,696500,3.99,0.5666,7000,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1U,13440,CIB,766,EXP,35-44,not_inst,89.52442159,south,direct,0,21
25489,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,3900,CRIF,887,CIB,35-44,to_inst,74.37106918,North,direct,1,30
25490,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,616500,2.75,-0.9908,6064,360,not_neg,not_int,not_lpsm,1048000,sb,pr,home,1U,,CRIF,777,EXP,45-54,not_inst,58.82633588,south,direct,0,
25491,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,196500,3.99,0.6149,4943.75,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,4920,CIB,672,CIB,55-64,to_inst,58.13609467,North,direct,0,20
25492,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,576500,4.18,-0.128,0,360,not_neg,not_int,not_lpsm,788000,sb,pr,home,1U,8880,CIB,623,CIB,25-34,not_inst,73.15989848,south,direct,0,43
25493,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,236500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3180,EQUI,623,EXP,65-74,to_inst,,North,direct,1,
25494,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,236500,3.75,0.9023,0,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,,EXP,518,CIB,55-64,to_inst,82.11805556,North,direct,0,
25495,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,256500,,,,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,5880,CRIF,573,CIB,45-54,to_inst,78.20121951,south,direct,1,53
25496,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,376500,2.99,-0.7191,2462.74,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,,EXP,690,CIB,65-74,to_inst,92.27941176,North,direct,0,
25497,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,286500,3.5,0.6883,0,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,,EXP,843,EXP,35-44,to_inst,96.1409396,central,direct,0,
25498,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,446500,3.625,0.1069,1984.7,348,not_neg,not_int,not_lpsm,538000,sb,pr,home,1U,7080,CRIF,553,EXP,35-44,not_inst,82.99256506,central,direct,0,32
25499,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,276500,4.75,0.3346,0,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,8280,EXP,501,EXP,65-74,to_inst,79.45402299,south,direct,0,31
25500,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,386500,4,0.8289,6242.25,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,8880,CRIF,658,EXP,25-34,not_inst,97.11055276,North,direct,0,37
25501,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,216500,4.375,0.6832,2761,180,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,6420,EXP,525,EXP,45-54,to_inst,58.83152174,central,direct,0,40
25502,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1920,EQUI,816,EXP,35-44,to_inst,,south,direct,1,
25503,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,4.5,1.0437,3000,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,9780,EXP,829,CIB,45-54,to_inst,67.04545455,south,direct,0,19
25504,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,296500,,,,360,not_neg,not_int,lpsm,288000,sb,pr,home,1U,4560,EXP,527,CIB,35-44,not_inst,102.9513889,North,direct,1,41
25505,2019,ncf,Joint,pre,type2,p4,l1,nopc,b/c,306500,4.375,0.9612,1342.02,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,6120,CIB,783,EXP,55-64,to_inst,90.68047337,south,direct,0,52
25506,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,276500,4.875,1.42,6547.5,360,not_neg,not_int,not_lpsm,348000,sb,ir,home,1U,6420,CIB,640,CIB,45-54,not_inst,79.45402299,North,direct,0,44
25507,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,296500,3.625,-0.0191,1,360,neg_amm,not_int,not_lpsm,508000,sb,ir,home,1U,21660,CIB,500,CIB,45-54,not_inst,58.36614173,south,direct,0,45
25508,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,536500,3.69,0.0708,0,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1U,8340,EXP,581,CIB,25-34,not_inst,89.71571906,south,direct,0,40
25509,2019,cf,Female,nopre,type2,p2,l1,nopc,b/c,56500,4.25,1.711,1614.85,300,not_neg,not_int,not_lpsm,78000,sb,pr,home,1U,2880,EXP,893,CIB,65-74,to_inst,72.43589744,central,direct,0,47
25510,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,366500,4.99,0.6507,7200,360,neg_amm,not_int,not_lpsm,488000,sb,pr,home,1U,4620,CRIF,797,CIB,45-54,to_inst,75.10245902,North,direct,0,41
25511,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,346500,3.49,0.4178,0,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,8400,CRIF,880,EXP,35-44,not_inst,75.65502183,south,direct,0,30
25512,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,266500,4.25,0.4413,1150,180,neg_amm,not_int,not_lpsm,338000,sb,pr,home,1U,28440,CIB,735,CIB,55-64,to_inst,78.84615385,south,direct,0,10
25513,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,306500,,,,360,neg_amm,not_int,not_lpsm,408000,sb,pr,home,1U,4800,EXP,608,EXP,25-34,to_inst,75.12254902,North,direct,1,45
25514,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,126500,4.99,1.1345,3170,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,3240,EXP,892,EXP,45-54,to_inst,75.29761905,south,direct,0,40
25515,2019,cf,Female,pre,type2,p1,l1,nopc,b/c,386500,4.125,0.925,0,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,4680,CRIF,574,CIB,25-34,to_inst,99.61340206,south,direct,0,51
25516,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,136500,,,,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,3240,CRIF,707,CIB,55-64,to_inst,81.25,south,direct,1,49
25517,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,4.875,0.6552,9640,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1U,6600,CIB,686,EXP,65-74,to_inst,70.7122093,North,direct,0,43
25518,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,556500,,,,360,not_neg,int_only,not_lpsm,658000,sb,pr,home,1U,9900,CRIF,607,CIB,25-34,to_inst,84.57446809,North,direct,1,21
25519,2019,cf,Joint,nopre,type1,p3,l2,nopc,nob/c,226500,4.99,0.754,3075,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,5820,CRIF,561,EXP,65-74,to_inst,81.47482014,North,direct,0,44
25520,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6300,EQUI,828,EXP,35-44,to_inst,,North,direct,1,
25521,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,3.5,0.0567,5637.25,360,neg_amm,not_int,not_lpsm,478000,sb,pr,home,1U,3180,CIB,817,EXP,65-74,to_inst,53.66108787,North,direct,0,34
25522,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,296500,3.625,-0.043,4304.46,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,6600,EXP,640,EXP,45-54,not_inst,64.73799127,North,direct,0,48
25523,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,356500,3.625,-0.0989,3500,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,3120,CRIF,889,CIB,25-34,not_inst,85.28708134,south,direct,0,49
25524,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,156500,3.99,0.4281,3312.5,360,neg_amm,not_int,not_lpsm,258000,sb,pr,home,1U,3480,CRIF,858,EXP,>74,to_inst,60.65891473,North,direct,0,33
25525,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,226500,3.99,0.6648,5764.2,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,3900,CIB,775,CIB,45-54,to_inst,71.22641509,south,direct,0,31
25526,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,146500,3.99,1.1248,3455.75,240,neg_amm,not_int,not_lpsm,178000,sb,pr,home,1U,3300,CIB,516,CIB,35-44,to_inst,82.30337079,North,direct,0,30
25527,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,616500,3.625,-0.0525,0,360,not_neg,not_int,not_lpsm,708000,sb,pr,home,1U,,EXP,585,CIB,55-64,not_inst,87.07627119,North,direct,0,
25528,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,326500,4.75,0.6694,4395,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,8040,CIB,581,EXP,45-54,to_inst,78.11004785,south,direct,0,26
25529,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,146500,3.99,0.3725,3831.19,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,3720,CRIF,634,CIB,65-74,to_inst,46.06918239,North,direct,0,35
25530,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,486500,3.375,0.042,12030,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,5100,EXP,873,CIB,45-54,to_inst,84.16955017,North,direct,0,53
25531,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,356500,4.56,0.1466,445,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,9060,CRIF,862,EXP,35-44,not_inst,58.63486842,south,direct,0,33
25532,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3240,EQUI,692,EXP,>74,to_inst,,North,direct,1,
25533,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,86500,4.5,0.4629,2822,360,neg_amm,not_int,not_lpsm,208000,sb,pr,home,1U,2580,EXP,846,CIB,65-74,to_inst,41.58653846,North,direct,0,24
25534,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,406500,3.25,-0.3049,0,120,not_neg,not_int,not_lpsm,988000,sb,pr,home,1U,15540,CIB,519,EXP,45-54,not_inst,41.1437247,North,direct,0,22
